3.676819324;1.551967978;1.998401165;1.139155388;1.617479444;4.466627598;4.01002121;5.61057663;1.982863903;2.710790634;2.88704443;3.850543261;3.33793664;1.590639472;3.968327284;3.85933876;5.796982765;1.716652751;3.567361355;6.074765205
-0.082874209;0.181830823;0.786342025;0.833610833;1.285781622;0.688079953;0.69157517;-0.180202976;0.473285615;0.141170591;1.504837036;1.13429594;1.188280821;0.642383814;0.533084571;0.45146656;-0.013996422;1.096426845;-0.210445434;1.074915648
0.262175143;0.379580796;1.102227211;1.872203588;2.438295364;2.13064003;2.806823254;2.144573689;0.862465501;1.78147316;1.339987278;1.695618987;1.793660641;1.8766222;2.365890265;2.396685362;2.555677414;1.326492071;1.987110853;2.444535494
1.547664404;2.024237156;0.585501611;1.059835315;0.364369571;0.452161223;0.49071756;0.94301939;1.833261967;1.745405555;0.553521454;0.661233425;0.539912224;0.261199445;0.36273399;0.810375094;2.152663708;0.931940436;1.441825867;1.967795134
0.714504778;1.303733587;1.345209122;0.751223326;1.808917046;1.845234513;2.28843832;1.550346613;1.62920022;1.214766383;1.20844388;0.731722057;0.42474544;0.860440612;0.529915929;0.418525934;0.428594828;1.318044662;0.372871757;-0.5872612
0.525349736;0.690656483;0.408279479;0.813961446;0.471268535;0.306165218;0.50850141;0.735189915;1.2846843;1.571583033;1.039482832;1.357498169;0.932250977;0.257325053;0.503067732;0.413570702;0.676529825;1.410836458;2.387383938;2.639055729
1.818953037;1.137096643;0.628561914;1.215976477;0.445061982;-0.59800452;-0.064384133;0.155174941;0.763077855;1.066906929;0.087414563;0.461729646;0.149136752;-0.389760226;-0.597792566;-0.123521477;-0.600547194;0.597735643;0.047758758;0.738844514
1.036727905;1.055375576;1.032248259;0.787355125;0.674334288;0.25049153;0.169866741;-0.114858694;0.753956258;0.272998154;0.870250285;0.712507069;0.46224013;0.337002724;0.03784737;-0.277134538;0.44246608;0.600380898;1.32246995;2.054665565
-0.20407176;-0.485089421;0.249976486;-0.305552751;0.57555747;2.140385389;1.420914292;1.347097635;-1.064404726;-1.044070721;-0.766533971;-0.606830776;0.294137061;0.672509611;1.52688849;0.844805479;1.627640963;-0.635271549;0.650227964;0.732680559
-0.301522851;-0.568619609;-1.070365429;-0.220286667;-0.158370376;-0.258505106;0.263224721;0.853616118;-0.144385219;0.456715912;-0.082550347;0.726187289;1.096386909;-0.476226896;0.738699973;1.530395865;1.41464901;0.777463555;0.478932202;0.893980682
1.576202273;2.392887592;1.598412633;2.689449072;1.680161595;3.063527107;2.351002693;3.703163385;1.495600343;1.814093471;0.710107386;2.156787872;1.41135335;0.232019067;0.494290888;1.628134847;1.561041951;-0.062935114;-1.104743123;-0.832431912
0.996468425;0.731652796;0.128634125;-0.35610345;-0.726384819;0.424570322;0.325423956;1.331826329;-0.059942104;-0.38993609;-0.744051158;-1.002066374;-0.938208878;1.846791029;0.621884286;0.208578512;1.864947915;-0.621481001;2.638995171;2.274303913
0.572836757;1.610519767;2.315520525;2.243698359;2.075555325;1.921713114;1.862887502;2.250192881;2.322506428;1.318890333;2.850329161;2.640324831;2.628139496;0.642818332;2.401394367;2.199783802;2.507512093;4.075875282;2.557109833;3.917882442
1.010545015;0.44194445;1.694027901;2.070996523;1.96561718;1.474411011;1.113069773;0.771447182;0.215896413;0.678355098;1.715237856;2.515275002;2.647183895;0.697800756;1.776379585;1.605263472;1.246103764;1.394588232;1.040261984;1.214213848
2.074640274;2.76183033;2.258092403;2.791534901;2.669720411;1.629168868;2.180288315;1.217694521;3.071455479;2.225792885;2.389918566;2.359071255;2.121369362;1.217409849;1.973144293;1.954716682;1.301406264;2.658607721;1.828753948;0.917912364
0.415590823;0.74139595;1.122583747;0.678680778;0.879033983;0.441536665;0.702038407;0.188738108;0.61044693;0.101306677;1.229714274;0.700719416;0.871064484;0.541172028;0.510479689;0.394655496;-0.077937379;0.768364906;0.670649409;0.064940669
